"Year","Location Description","Data Source","Topic Description","Measure Description","Response","Data Value Type","Data Value","Low Confidence Limit","High Confidence Limit","Sample Size","Gender","Age","Race","Education"
"2001-2002   ","South Dakota","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","56.2","54.3","58.1","3801","Overall","All Ages","All Races","All Grades"
"2001-2002   ","South Dakota","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","51.0","48.2","53.7","1803","Male","All Ages","All Races","All Grades"
"2001-2002   ","South Dakota","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.1","58.5","63.7","1998","Female","All Ages","All Races","All Grades"
"1998-1999   ","South Dakota","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","24.1","22.5","25.7","3092","Overall","All Ages","All Races","All Grades"
"1998-1999   ","South Dakota","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","25.5","23.1","27.8","1482","Male","All Ages","All Races","All Grades"
"1998-1999   ","South Dakota","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","22.7","20.5","24.9","1610","Female","All Ages","All Races","All Grades"
"1998-1999   ","South Dakota","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.8","19.2","22.3","3092","Overall","All Ages","All Races","All Grades"
"1998-1999   ","South Dakota","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","23.5","21.2","25.8","1482","Male","All Ages","All Races","All Grades"
"1998-1999   ","South Dakota","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.1","16.1","20.1","1610","Female","All Ages","All Races","All Grades"
"1998-1999   ","South Dakota","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","55.2","53.3","57.0","3092","Overall","All Ages","All Races","All Grades"
"1998-1999   ","South Dakota","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","51.0","48.4","53.7","1482","Male","All Ages","All Races","All Grades"
"1998-1999   ","South Dakota","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","59.1","56.6","61.7","1610","Female","All Ages","All Races","All Grades"
"2014-2015","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.2","16.3","20.2","3969","Overall","All Ages","All Races","All Grades"
"2014-2015","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.8","16.4","21.2","1830","Male","All Ages","All Races","All Grades"
"2014-2015","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.7","15.2","20.2","2139","Female","All Ages","All Races","All Grades"
"2014-2015","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.0","16.4","19.5","3969","Overall","All Ages","All Races","All Grades"
"2014-2015","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.4","19.1","23.6","1830","Male","All Ages","All Races","All Grades"
"2014-2015","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","14.9","13.2","16.5","2139","Female","All Ages","All Races","All Grades"
"2014-2015","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","63.8","61.3","66.3","3969","Overall","All Ages","All Races","All Grades"
"2014-2015","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","59.8","56.5","63.1","1830","Male","All Ages","All Races","All Grades"
"2014-2015","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","67.5","64.5","70.5","2139","Female","All Ages","All Races","All Grades"
"2010-2011","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.2","19.1","23.3","3102","Overall","All Ages","All Races","All Grades"
"2010-2011","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","23.0","20.8","25.2","1491","Male","All Ages","All Races","All Grades"
"2010-2011","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.5","16.6","22.4","1611","Female","All Ages","All Races","All Grades"
"2010-2011","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","17.5","15.7","19.3","3102","Overall","All Ages","All Races","All Grades"
"2010-2011","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.3","19.4","23.2","1491","Male","All Ages","All Races","All Grades"
"2010-2011","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","14.1","11.5","16.7","1611","Female","All Ages","All Races","All Grades"
"2010-2011","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.3","58.7","63.9","3102","Overall","All Ages","All Races","All Grades"
"2010-2011","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","55.7","53.1","58.3","1491","Male","All Ages","All Races","All Grades"
"2010-2011","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","66.4","63.0","69.8","1611","Female","All Ages","All Races","All Grades"
"2006-2007","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","23.5","21.9","25.1","3129","Overall","All Ages","All Races","All Grades"
"2006-2007","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","26.1","23.7","28.5","1442","Male","All Ages","All Races","All Grades"
"2006-2007","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.2","19.1","23.3","1687","Female","All Ages","All Races","All Grades"
"2006-2007","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.9","17.4","20.4","3129","Overall","All Ages","All Races","All Grades"
"2006-2007","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","22.8","20.5","25.1","1442","Male","All Ages","All Races","All Grades"
"2006-2007","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","15.3","13.4","17.2","1687","Female","All Ages","All Races","All Grades"
"2006-2007","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","57.5","55.6","59.4","3129","Overall","All Ages","All Races","All Grades"
"2006-2007","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","51.1","48.4","53.8","1442","Male","All Ages","All Races","All Grades"
"2006-2007","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","63.4","60.9","65.9","1687","Female","All Ages","All Races","All Grades"
"2003","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","22.7","20.6","24.8","2087","Overall","All Ages","All Races","All Grades"
"2003","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","24.8","21.5","28.1","839","Male","All Ages","All Races","All Grades"
"2003","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.1","18.5","23.7","1248","Female","All Ages","All Races","All Grades"
"2003","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","19.6","17.6","21.6","2087","Overall","All Ages","All Races","All Grades"
"2003","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.4","22.1","28.7","839","Male","All Ages","All Races","All Grades"
"2003","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","15.4","13.1","17.7","1248","Female","All Ages","All Races","All Grades"
"2003","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","57.7","55.3","60.1","2087","Overall","All Ages","All Races","All Grades"
"2003","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","49.8","46.0","53.6","839","Male","All Ages","All Races","All Grades"
"2003","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","63.5","60.4","66.6","1248","Female","All Ages","All Races","All Grades"
"2001-2002   ","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","26.1","24.2","28.0","2847","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","28.1","25.3","30.9","1335","Male","All Ages","All Races","All Grades"
"2001-2002   ","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","24.3","21.7","26.8","1512","Female","All Ages","All Races","All Grades"
"2001-2002   ","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.1","18.4","21.8","2847","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.2","21.5","26.8","1335","Male","All Ages","All Races","All Grades"
"2001-2002   ","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","16.5","14.3","18.7","1512","Female","All Ages","All Races","All Grades"
"2001-2002   ","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","53.8","51.7","55.9","2847","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","47.8","44.7","50.8","1335","Male","All Ages","All Races","All Grades"
"2001-2002   ","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","59.3","56.4","62.2","1512","Female","All Ages","All Races","All Grades"
"1998-1999   ","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","26.0","24.4","27.6","2961","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","29.8","27.4","32.3","1375","Male","All Ages","All Races","All Grades"
"1998-1999   ","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","22.5","20.4","24.6","1586","Female","All Ages","All Races","All Grades"
"1998-1999   ","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","22.0","20.5","23.5","2961","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.6","23.3","27.9","1375","Male","All Ages","All Races","All Grades"
"1998-1999   ","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.7","16.8","20.6","1586","Female","All Ages","All Races","All Grades"
"1998-1999   ","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","52.1","50.2","53.9","2961","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","44.6","42.0","47.2","1375","Male","All Ages","All Races","All Grades"
"1998-1999   ","Tennessee","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","58.8","56.3","61.2","1586","Female","All Ages","All Races","All Grades"
"2014-2015","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","13.5","12.6","14.4","12055","Overall","All Ages","All Races","All Grades"
"2014-2015","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.6","15.2","18.0","5640","Male","All Ages","All Races","All Grades"
"2014-2015","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","10.6","9.6","11.6","6415","Female","All Ages","All Races","All Grades"
"2014-2015","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","14.6","13.8","15.4","12055","Overall","All Ages","All Races","All Grades"
"2014-2015","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.3","17.0","19.6","5640","Male","All Ages","All Races","All Grades"
"2014-2015","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","11.1","10.2","12.1","6415","Female","All Ages","All Races","All Grades"
"2014-2015","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","71.9","70.7","73.1","12055","Overall","All Ages","All Races","All Grades"
"2014-2015","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","65.1","63.3","66.9","5640","Male","All Ages","All Races","All Grades"
"2014-2015","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","78.3","76.9","79.7","6415","Female","All Ages","All Races","All Grades"
"2010-2011","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.0","14.1","15.9","11780","Overall","All Ages","All Races","All Grades"
"2010-2011","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.5","17.2","19.8","5544","Male","All Ages","All Races","All Grades"
"2010-2011","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","11.7","10.9","12.5","6236","Female","All Ages","All Races","All Grades"
"2010-2011","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","14.3","13.5","15.1","11780","Overall","All Ages","All Races","All Grades"
"2010-2011","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","16.9","15.8","18.0","5544","Male","All Ages","All Races","All Grades"
"2010-2011","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","11.8","10.9","12.7","6236","Female","All Ages","All Races","All Grades"
"2010-2011","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","70.7","69.4","72.0","11780","Overall","All Ages","All Races","All Grades"
"2010-2011","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","64.6","62.8","66.4","5544","Male","All Ages","All Races","All Grades"
"2010-2011","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","76.5","75.3","77.7","6236","Female","All Ages","All Races","All Grades"
"2006-2007","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.9","16.1","17.7","11208","Overall","All Ages","All Races","All Grades"
"2006-2007","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.1","18.9","21.3","5297","Male","All Ages","All Races","All Grades"
"2006-2007","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","13.9","12.9","14.9","5911","Female","All Ages","All Races","All Grades"
"2006-2007","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","16.3","15.6","17.0","11208","Overall","All Ages","All Races","All Grades"
"2006-2007","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","19.5","18.4","20.6","5297","Male","All Ages","All Races","All Grades"
"2006-2007","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","13.4","12.4","14.4","5911","Female","All Ages","All Races","All Grades"
"2006-2007","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","66.8","65.8","67.8","11208","Overall","All Ages","All Races","All Grades"
"2006-2007","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","60.5","59.1","61.9","5297","Male","All Ages","All Races","All Grades"
"2006-2007","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","72.7","71.4","74.0","5911","Female","All Ages","All Races","All Grades"
"2003","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.2","17.2","19.2","7273","Overall","All Ages","All Races","All Grades"
"2003","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.7","20.1","23.3","3155","Male","All Ages","All Races","All Grades"
"2003","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.4","14.1","16.7","4118","Female","All Ages","All Races","All Grades"
"2003","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","17.4","16.4","18.4","7273","Overall","All Ages","All Races","All Grades"
"2003","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","22.3","20.7","23.9","3155","Male","All Ages","All Races","All Grades"
"2003","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","13.5","12.3","14.7","4118","Female","All Ages","All Races","All Grades"
"2003","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","64.3","63.1","65.5","7273","Overall","All Ages","All Races","All Grades"
"2003","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","56.0","54.1","57.9","3155","Male","All Ages","All Races","All Grades"
"2003","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","71.1","69.5","72.7","4118","Female","All Ages","All Races","All Grades"
"2001-2002   ","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.6","18.7","20.5","9357","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","23.9","22.4","25.3","4362","Male","All Ages","All Races","All Grades"
"2001-2002   ","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.7","14.5","16.8","4995","Female","All Ages","All Races","All Grades"
"2001-2002   ","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","17.5","16.7","18.4","9357","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.9","19.5","22.2","4362","Male","All Ages","All Races","All Grades"
"2001-2002   ","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","14.5","13.4","15.6","4995","Female","All Ages","All Races","All Grades"
"2001-2002   ","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","62.9","61.8","64.0","9357","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","55.3","53.6","56.9","4362","Male","All Ages","All Races","All Grades"
"2001-2002   ","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","69.8","68.4","71.3","4995","Female","All Ages","All Races","All Grades"
"1998-1999   ","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.9","20.1","21.7","10760","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","24.3","23.1","25.4","5075","Male","All Ages","All Races","All Grades"
"1998-1999   ","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.7","16.7","18.7","5685","Female","All Ages","All Races","All Grades"
"1998-1999   ","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","17.5","16.7","18.2","10760","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.4","20.3","22.5","5075","Male","All Ages","All Races","All Grades"
"1998-1999   ","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","13.7","12.8","14.6","5685","Female","All Ages","All Races","All Grades"
"1998-1999   ","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.7","60.7","62.6","10760","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","54.3","53.0","55.7","5075","Male","All Ages","All Races","All Grades"
"1998-1999   ","Texas","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","68.6","67.4","69.8","5685","Female","All Ages","All Races","All Grades"
"2014-2015","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","8.0","6.3","9.7","2979","Overall","All Ages","All Races","All Grades"
"2014-2015","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","10.0","7.4","12.6","1454","Male","All Ages","All Races","All Grades"
"2014-2015","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","6.0","4.6","7.4","1525","Female","All Ages","All Races","All Grades"
"2014-2015","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","13.6","12.0","15.2","2979","Overall","All Ages","All Races","All Grades"
"2014-2015","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","16.6","14.1","19.2","1454","Male","All Ages","All Races","All Grades"
"2014-2015","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","10.7","8.8","12.5","1525","Female","All Ages","All Races","All Grades"
"2014-2015","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","78.4","76.2","80.6","2979","Overall","All Ages","All Races","All Grades"
"2014-2015","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","73.3","69.9","76.8","1454","Male","All Ages","All Races","All Grades"
"2014-2015","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","83.3","81.2","85.5","1525","Female","All Ages","All Races","All Grades"
"2010-2011","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","10.3","7.9","12.7","2510","Overall","All Ages","All Races","All Grades"
"2010-2011","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","11.6","9.3","13.9","1203","Male","All Ages","All Races","All Grades"
"2010-2011","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","9.0","6.0","12.0","1307","Female","All Ages","All Races","All Grades"
"2010-2011","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","13.7","11.2","16.2","2510","Overall","All Ages","All Races","All Grades"
"2010-2011","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","16.9","12.8","21.0","1203","Male","All Ages","All Races","All Grades"
"2010-2011","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","10.6","9.0","12.2","1307","Female","All Ages","All Races","All Grades"
"2010-2011","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","76.0","71.7","80.3","2510","Overall","All Ages","All Races","All Grades"
"2010-2011","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","71.5","66.3","76.7","1203","Male","All Ages","All Races","All Grades"
"2010-2011","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","80.5","76.8","84.2","1307","Female","All Ages","All Races","All Grades"
"2006-2007","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","12.1","10.7","13.5","2752","Overall","All Ages","All Races","All Grades"
"2006-2007","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","13.6","11.5","15.7","1335","Male","All Ages","All Races","All Grades"
"2006-2007","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","10.6","8.7","12.5","1417","Female","All Ages","All Races","All Grades"
"2006-2007","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","14.0","12.5","15.5","2752","Overall","All Ages","All Races","All Grades"
"2006-2007","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","17.3","15.0","19.6","1335","Male","All Ages","All Races","All Grades"
"2006-2007","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","10.7","8.8","12.6","1417","Female","All Ages","All Races","All Grades"
"2006-2007","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","74.0","72.1","75.9","2752","Overall","All Ages","All Races","All Grades"
"2006-2007","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","69.1","66.3","71.9","1335","Male","All Ages","All Races","All Grades"
"2006-2007","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","78.7","76.2","81.2","1417","Female","All Ages","All Races","All Grades"
"2003","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","11.5","10.0","13.0","2573","Overall","All Ages","All Races","All Grades"
"2003","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","13.7","11.4","16.0","1149","Male","All Ages","All Races","All Grades"
"2003","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","9.7","7.8","11.6","1424","Female","All Ages","All Races","All Grades"
"2003","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","14.9","13.3","16.5","2573","Overall","All Ages","All Races","All Grades"
"2003","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.0","15.4","20.6","1149","Male","All Ages","All Races","All Grades"
"2003","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","12.2","10.1","14.3","1424","Female","All Ages","All Races","All Grades"
"2003","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","73.6","71.6","75.6","2573","Overall","All Ages","All Races","All Grades"
"2003","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","68.3","65.2","71.4","1149","Male","All Ages","All Races","All Grades"
"2003","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","78.2","75.6","80.8","1424","Female","All Ages","All Races","All Grades"
"2001-2002   ","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","12.0","10.6","13.4","3085","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","14.1","12.0","16.2","1501","Male","All Ages","All Races","All Grades"
"2001-2002   ","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","10.0","8.2","11.8","1584","Female","All Ages","All Races","All Grades"
"2001-2002   ","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","15.7","14.1","17.2","3085","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.2","15.8","20.5","1501","Male","All Ages","All Races","All Grades"
"2001-2002   ","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","13.2","11.1","15.3","1584","Female","All Ages","All Races","All Grades"
"2001-2002   ","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","72.3","70.4","74.2","3085","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","67.7","64.9","70.6","1501","Male","All Ages","All Races","All Grades"
"2001-2002   ","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","76.8","74.2","79.4","1584","Female","All Ages","All Races","All Grades"
"1998-1999   ","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","13.7","12.5","15.0","3039","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.4","14.5","18.3","1403","Male","All Ages","All Races","All Grades"
"1998-1999   ","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","11.4","9.8","12.9","1636","Female","All Ages","All Races","All Grades"
"1998-1999   ","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","14.9","13.7","16.2","3039","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","17.4","15.4","19.3","1403","Male","All Ages","All Races","All Grades"
"1998-1999   ","Utah","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","12.8","11.2","14.5","1636","Female","All Ages","All Races","All Grades"
